Date,CNY
2024/07/08,5.388221348132981
2024/07/09,5.383290267011197
2024/07/10,5.392870625033705
2024/07/11,5.391416864351951
2024/07/12,5.401317921572864
2024/07/15,5.410377103284099
2024/07/16,5.40891389009087
2024/07/17,5.414185165132648
2024/07/18,5.413012882970662
2024/07/19,5.405697605275961
2024/07/22,5.406282099799967
2024/07/23,5.405697605275961
2024/07/24,5.415064710023285
2024/07/25,5.377789728421619
2024/07/26,5.396071659831642
2024/07/29,5.400151204233718
2024/07/30,5.392870625033705
2024/07/31,5.396071659831642
2024/08/01,5.416824657385841
2024/08/02,5.412719891745602
2024/08/05,5.391707553782283
2024/08/06,5.389673385792821
2024/08/07,5.40891389009087
2024/08/08,5.416237881167741
2024/08/09,5.416237881167741
2024/08/12,5.419173034194982
2024/08/13,5.417118093174432
2024/08/14,5.424758598242378
2024/08/15,5.433601391001956
2024/08/16,5.432715814635736
2024/08/19,5.451373746184038
2024/08/20,5.464182285121032
2024/08/21,5.458515283842795
2024/08/22,5.456430403230208
2024/08/23,5.45404963185165
2024/08/26,5.466273095003826
2024/08/27,5.466273095003826
2024/08/28,5.468365505550391
2024/08/29,5.449888277290316
2024/08/30,5.44188071397475
2024/09/02,5.439512619669277
2024/09/03,5.4392167527875985
2024/09/04,5.446623093681917
2024/09/05,5.451373746184038
2024/09/06,5.451076587626056
2024/09/09,5.446919766871834
2024/09/10,5.454644629902362
2024/09/11,5.459409291914615
2024/09/12,5.454942177612917
2024/09/13,5.459111256687411
2024/09/16,5.480052608505042
2024/09/17,5.48666739822232
2024/09/18,5.4740529888329315
2024/09/19,5.468365505550391
2024/09/20,5.460601758313767
2024/09/23,5.463286713286713
2024/09/24,5.459111256687411
2024/09/25,5.473154178753215
2024/09/26,5.4588132539985805
2024/09/27,5.4686645521163735
2024/09/30,5.4740529888329315
2024/10/01,5.453157378121933
2024/10/02,5.446623093681917
2024/10/03,5.412426932236414
2024/10/04,5.407743889249405
2024/10/07,5.388511693070374
2024/10/08,5.413305905916743
2024/10/09,5.41741156075627
2024/10/10,5.4109626102483634
2024/10/11,5.410669840926307
2024/10/14,5.416531253385332
2024/10/15,5.435668859053107
2024/10/16,5.433896647285769
2024/10/17,5.426230397742688
2024/10/18,5.413892046992583
2024/10/21,5.418879375745096
2024/10/22,5.414478315014349
2024/10/23,5.391416864351951
2024/10/24,5.393161471254449
2024/10/25,5.396945328943818
2024/10/28,5.390835579514825
2024/10/29,5.382131324004306
2024/10/30,5.377500537750054
2024/10/31,5.386189809328881
2024/11/01,5.378078950198989
2024/11/04,5.388802069299994
2024/11/05,5.393743257820928
2024/11/06,5.376344086021505
2024/11/07,5.411548243952595
2024/11/08,5.419466724474312
2024/11/11,5.403944879762227
2024/11/12,5.405697605275961
2024/11/13,5.390835579514825
2024/11/14,5.380393844829442
2024/11/15,5.391707553782283
2024/11/18,5.388511693070374
2024/11/19,5.406866720735334
2024/11/20,5.399568034557236
2024/11/21,5.387640752114649
2024/11/22,5.376922249704269
2024/11/25,5.380683346785042
2024/11/26,5.388511693070374
2024/11/27,5.396654074473826
2024/11/28,5.393743257820928
2024/11/29,5.4019014693172
2024/12/02,5.405405405405405
2024/12/03,5.416531253385332
2024/12/04,5.396945328943818
2024/12/05,5.418292154312961
2024/12/06,5.422111370167543
2024/12/09,5.422699419771162
2024/12/10,5.408328826392644
2024/12/11,5.407159078620094
2024/12/12,5.406282099799967
2024/12/13,5.399568034557236
2024/12/16,5.394907207596029
2024/12/17,5.391998274560552
2024/12/18,5.3934523488484984
2024/12/19,5.368262830148164
2024/12/20,5.378078950198989
2024/12/23,5.378946802216126
2024/12/24,5.36797466315959
2024/12/27,5.373743887366328
2024/12/30,5.381552039608223
2024/12/31,5.353892279687333
2025/01/02,5.3464499572284
2025/01/03,5.34045393858478
2025/01/06,5.3841598018629195
2025/01/07,5.380972879896685
2025/01/08,5.349882302589343
2025/01/09,5.357908272610373
2025/01/10,5.3604931653712145
2025/01/13,5.337033676682499
2025/01/14,5.351027397260275
2025/01/15,5.359918529238355
2025/01/16,5.3558995233249425
2025/01/17,5.359344016292406
2025/01/20,5.358482477762298
2025/01/21,5.359056806002144
2025/01/22,5.372589050663515
2025/01/23,5.372589050663515
2025/01/24,5.371434710211098
2025/01/27,5.398693516169087
2025/01/28,5.360780529645116
2025/01/29,5.365094693921348
2025/01/30,5.369992482010526
2025/01/31,5.348165579206332
2025/02/03,5.31236719082023
2025/02/04,5.347307630607989
2025/02/05,5.393743257820928
2025/02/06,5.383290267011197
2025/02/07,5.394325169921244
2025/02/10,5.396071659831642
2025/02/11,5.390544984097892
2025/02/12,5.4019014693172
2025/02/13,5.402777027392079
2025/02/14,5.41858574911948
2025/02/17,5.413892046992583
2025/02/18,5.41858574911948
2025/02/19,5.426819341184133
2025/02/20,5.427997611681051
2025/02/21,5.426230397742688
2025/02/24,5.419173034194982
2025/02/25,5.425935973955507
2025/02/26,5.423875901719368
2025/02/27,5.41858574911948
2025/02/28,5.398693516169087
2025/03/03,5.407743889249405
2025/03/04,5.413892046992583
2025/03/05,5.431535495084461
2025/03/06,5.438625115570783
2025/03/07,5.437442227176336
2025/03/10,5.452860025083156
2025/03/11,5.430355688297583
2025/03/12,5.427702996092054
2025/03/13,5.419173034194982
2025/03/14,5.422405379026136
2025/03/17,5.430945527616358
2025/03/18,5.425347222222222
2025/03/19,5.423875901719368
2025/03/20,5.421523448088913
2025/03/21,5.430060816681147
2025/03/24,5.422111370167543
2025/03/25,5.434191935659168
2025/03/26,5.4282922592552385
2025/03/27,5.422993492407809
2025/03/28,5.417118093174432
2025/03/31,5.402777027392079
2025/04/01,5.4121340044379505
2025/04/02,5.412719891745602
2025/04/03,5.465974309920743
2025/04/04,5.438920918089851
2025/04/07,5.427997611681051
2025/04/08,5.442176870748299
2025/04/09,5.454347114650377
2025/04/10,5.47855147099107
2025/04/11,5.524251463926638
2025/04/14,5.5570991942206165
2025/04/15,5.553704320781962
2025/04/16,5.558025789239662
2025/04/17,5.562044607597753
2025/04/22,5.5912776069331835
2025/04/23,5.561116672227783
2025/04/24,5.556481635828193
2025/04/25,5.544159228253036
2025/04/28,5.554629783924901
2025/04/29,5.553704320781962
2025/04/30,5.561425949613481
2025/05/02,5.613247263541959
2025/05/05,5.6417489421720735
2025/05/06,5.598163802272854
2025/05/07,5.595031611928607
2025/05/08,5.583161185863436
2025/05/09,5.580045756375202
2025/05/12,5.514503143266792
2025/05/13,5.518459246178467
2025/05/14,5.547850208044383
2025/05/15,5.5521625673199715
2025/05/16,5.547850208044383
2025/05/19,5.572272372673576
2025/05/20,5.5707202941340315
2025/05/21,5.584408331937231
2025/05/22,5.580357142857143
2025/05/23,5.578489345085351
2025/05/26,5.598477214197739
2025/05/27,5.587840858292355
2025/05/28,5.580357142857143
2025/05/29,5.574446736161436
2025/05/30,5.574757498048834
2025/06/02,5.598163802272854
2025/06/03,5.577244841048523
2025/06/04,5.575379125780553
2025/06/05,5.587840858292355
2025/06/06,5.5816030363920515
2025/06/09,5.583472920156337
2025/06/10,5.587840858292355
2025/06/11,5.584720205517704
2025/06/12,5.611042531702391
2025/06/13,5.595344673231871
2025/06/16,5.608839531101015
2025/06/17,5.6078959174517715
2025/06/18,5.594405594405595
2025/06/19,5.578800557880056
2025/06/20,5.5850321139346555
2025/06/23,5.559570801134153
2025/06/24,5.605066980550417
2025/06/25,5.602240896358544
2025/06/26,5.6214514587666535
2025/06/27,5.621135469364812
2025/06/30,5.620187714269656
2025/07/01,5.635707844905321
2025/07/02,5.624929688378895
2025/07/03,5.623980653506552
2025/07/04,5.622083544161466
2025/07/07,5.609154139555756
